H,連系線確保量,対象年月,ブロック数,市場種別
P,速報値,202609,48,複合市場
T,順方向元エリア,逆方向元エリア,複合市場：連系線確保量上限値（順方向）[MW],複合市場：連系線確保量上限値（逆方向）[MW],複合市場：連系線確保量（順方向）[MW],複合市場：連系線確保量（逆方向）[MW]
20260903B47,関西,四国,0,0,0,0
20260903B47,中国,四国,757.087,484.579,53,172.473
20260903B47,中国,九州,840,0,248.19,0
20260903B48,北海道,東北,0,30,0,30
20260903B48,東北,東京,373.704,2360,12,117.734
20260903B48,東京,中部,900,0,496.534,0
20260903B48,中部関西,北陸,805.84,3121.1,101.012,0
20260903B48,中部,北陸関西,2500,0,435.262,0
20260903B48,中部北陸,関西,2500,448.9,387.262,53.012
20260903B48,関西,中国,4639.645,614.445,373.01,134.819
20260903B48,関西_関西-中国間(東),中国_関西-中国間(東),4639.645,614.445,373.01,134.819
20260903B48,関西_関西-中国間(西),中国_関西-中国間(西),4639.645,614.445,323.01,14.846
20260903B48,関西,四国,0,0,0,0
20260903B48,中国,四国,433.087,808.579,50,119.973
20260903B48,中国,九州,820,0,225.469,0
20260904B01,北海道,東北,0,20,0,20
20260904B01,東北,東京,410.603,2360,27,0
20260904B01,東京,中部,460.42,900,301.233,0
20260904B01,中部関西,北陸,1184.863,3012.6,66.071,0
20260904B01,中部,北陸関西,2500,0,286.167,0
20260904B01,中部北陸,関西,2500,474.438,222.233,2.137
20260904B01,関西,中国,4419.701,416.044,182.979,100.827
20260904B01,関西_関西-中国間(東),中国_関西-中国間(東),4419.701,416.044,181.979,100.827
20260904B01,関西_関西-中国間(西),中国_関西-中国間(西),4419.701,416.044,182.979,32.354
20260904B01,関西,四国,0,0,0,0
20260904B01,中国,四国,360.04,808.513,0,69.473
20260904B01,中国,九州,810,0,83,0
20260904B02,北海道,東北,0,20,0,20
20260904B02,東北,東京,51.603,2360,27,0
20260904B02,東京,中部,107.12,900,107.12,0
20260904B02,中部関西,北陸,1237.963,2959.5,63.923,0
20260904B02,中部,北陸関西,2500,0,253.204,0
20260904B02,中部北陸,関西,2500,527.538,219.352,30.071
20260904B02,関西,中国,4150.645,717.942,145.352,82.427
20260904B02,関西_関西-中国間(東),中国_関西-中国間(東),4150.645,717.942,144.352,82.427
20260904B02,関西_関西-中国間(西),中国_関西-中国間(西),4150.645,717.942,145.352,13.954
20260904B02,関西,四国,0,0,0,0
20260904B02,中国,四国,462.64,705.913,0,69.473
20260904B02,中国,九州,790,0,173.504,0
20260904B03,北海道,東北,0,10,0,10
20260904B03,東北,東京,0,2360,0,0
20260904B03,東京,中部,136.22,900,136.22,0
20260904B03,中部関西,北陸,1279.863,2917.6,66.071,0
20260904B03,中部,北陸関西,2500,0,252.979,0
20260904B03,中部北陸,関西,2500,702.338,216.979,30.071
20260904B03,関西,中国,3862.577,977.162,142.979,81.827
20260904B03,関西_関西-中国間(東),中国_関西-中国間(東),3862.577,977.162,141.979,81.827
20260904B03,関西_関西-中国間(西),中国_関西-中国間(西),3862.577,977.162,142.979,13.354
20260904B03,関西,四国,0,0,0,0
20260904B03,中国,四国,452.44,716.113,0,69.473
20260904B03,中国,九州,780,0,64,0
20260904B04,北海道,東北,0,10,0,10
20260904B04,東北,東京,0,2360,0,0
20260904B04,東京,中部,0,900,0,0
20260904B04,中部関西,北陸,1287.263,2910.2,68.001,0
20260904B04,中部,北陸関西,2500,0,372.979,0
20260904B04,中部北陸,関西,2500,751.138,336.979,32.001
20260904B04,関西,中国,3866.629,1040.224,262.979,82.486
20260904B04,関西_関西-中国間(東),中国_関西-中国間(東),3866.629,1040.224,261.979,82.486
20260904B04,関西_関西-中国間(西),中国_関西-中国間(西),3866.629,1040.224,262.979,14.013
20260904B04,関西,四国,0,0,0,0
20260904B04,中国,四国,511.64,656.913,0,69.473
20260904B04,中国,九州,780,0,181.011,0
20260904B05,北海道,東北,0,20,0,20
20260904B05,東北,東京,0,2360,0,0
20260904B05,東京,中部,0,900,0,0
20260904B05,中部関西,北陸,1340.163,2857.3,85.759,0
20260904B05,中部,北陸関西,2500,0,349.979,0
20260904B05,中部北陸,関西,2500,902.038,311.979,47.759
20260904B05,関西,中国,3885.643,1046.302,264.979,87.606
20260904B05,関西_関西-中国間(東),中国_関西-中国間(東),3885.643,1046.302,262.979,87.606
20260904B05,関西_関西-中国間(西),中国_関西-中国間(西),3885.643,1046.302,264.979,18.133
20260904B05,関西,四国,0,0,0,0
20260904B05,中国,四国,538.64,629.913,0,71.473
20260904B05,中国,九州,780,0,183.011,0
20260904B06,北海道,東北,0,20,0,20
20260904B06,東北,東京,52.103,2360,52.103,0
20260904B06,東京,中部,0,900,0,0
20260904B06,中部関西,北陸,1300.063,2897.4,73.841,0
20260904B06,中部,北陸関西,2500,0,335.979,0
20260904B06,中部北陸,関西,2500,895.238,297.979,35.841
20260904B06,関西,中国,3675.657,1076.82,254.979,82.33
20260904B06,関西_関西-中国間(東),中国_関西-中国間(東),3675.657,1076.82,252.979,82.33
20260904B06,関西_関西-中国間(西),中国_関西-中国間(西),3675.657,1076.82,254.979,12.857
20260904B06,関西,四国,0,0,0,0
20260904B06,中国,四国,370.94,797.613,0,71.473
20260904B06,中国,九州,780,0,160.926,0
20260904B07,北海道,東北,0,30,0,30
20260904B07,東北,東京,27.128,2360,27.128,0
20260904B07,東京,中部,0,900,0,0
20260904B07,中部関西,北陸,1295.434,2910.8,66.001,0
20260904B07,中部,北陸関西,2500,0,321.979,0
20260904B07,中部北陸,関西,2500,852,287.979,32.001
20260904B07,関西,中国,3611.443,1182.444,247.979,79.49
20260904B07,関西_関西-中国間(東),中国_関西-中国間(東),3611.443,1182.444,243.979,79.49
20260904B07,関西_関西-中国間(西),中国_関西-中国間(西),3611.443,1182.444,247.979,45.017
20260904B07,関西,四国,0,0,0,0
20260904B07,中国,四国,343.876,808.843,0,38.473
20260904B07,中国,九州,780,0,150.013,0
20260904B08,北海道,東北,0,30,0,30
20260904B08,東北,東京,263.428,2360,102,0
20260904B08,東京,中部,0,900,0,0
20260904B08,中部関西,北陸,1289.934,2916.3,64.035,0
20260904B08,中部,北陸関西,2500,0,325.754,0
20260904B08,中部北陸,関西,2500,653.7,282.979,21.26
20260904B08,関西,中国,3710.387,1207.954,248.979,57.924
20260904B08,関西_関西-中国間(東),中国_関西-中国間(東),3710.387,1207.954,244.979,57.924
20260904B08,関西_関西-中国間(西),中国_関西-中国間(西),3710.387,1207.954,248.979,34.994
20260904B08,関西,四国,0,0,0,0
20260904B08,中国,四国,484.876,667.843,0,26.93
20260904B08,中国,九州,790,0,169.009,0
20260904B09,北海道,東北,0,30,0,30
20260904B09,東北,東京,299.728,2360,89,0
20260904B09,東京,中部,0,900,0,0
20260904B09,中部関西,北陸,1312.734,2893.5,67.071,0
20260904B09,中部,北陸関西,2500,0,284.979,0
20260904B09,中部北陸,関西,2500,676.5,247.979,30.071
20260904B09,関西,中国,3664.431,1186.258,212.979,78.56
20260904B09,関西_関西-中国間(東),中国_関西-中国間(東),3664.431,1186.258,207.979,78.56
20260904B09,関西_関西-中国間(西),中国_関西-中国間(西),3664.431,1186.258,212.979,44.087
20260904B09,関西,四国,0,0,0,0
20260904B09,中国,四国,439.476,713.243,0,39.473
20260904B09,中国,九州,800,0,115,0
20260904B10,北海道,東北,0,30,0,30
20260904B10,東北,東京,568.028,2360,84,0
20260904B10,東京,中部,0,900,0,0
20260904B10,中部関西,北陸,1252.334,2953.9,67.071,0
20260904B10,中部,北陸関西,2500,0,213.773,0
20260904B10,中部北陸,関西,2500,616.1,176.773,30.071
20260904B10,関西,中国,3480.431,1263.328,131.385,78.56
20260904B10,関西_関西-中国間(東),中国_関西-中国間(東),3480.431,1263.328,126.773,78.56
20260904B10,関西_関西-中国間(西),中国_関西-中国間(西),3480.431,1263.328,131.385,47.017
20260904B10,関西,四国,0,0,0,0
20260904B10,中国,四国,340.876,811.843,0,36.155
20260904B10,中国,九州,810,0,156,0
20260904B11,北海道,東北,0,30,0,30
20260904B11,東北,東京,621.928,2360,84,0
20260904B11,東京,中部,0,900,0,0
20260904B11,中部関西,北陸,1254.534,2951.7,60.913,0
20260904B11,中部,北陸関西,2500,0,278.158,0
20260904B11,中部北陸,関西,2500,618.3,241.816,24.571
20260904B11,関西,中国,3420.349,1291.104,195.816,78.597
20260904B11,関西_関西-中国間(東),中国_関西-中国間(東),3420.349,1291.104,191.816,78.597
20260904B11,関西_関西-中国間(西),中国_関西-中国間(西),3420.349,1291.104,195.816,47.054
20260904B11,関西,四国,0,0,0,0
20260904B11,中国,四国,314.476,838.243,12.926,48.469
20260904B11,中国,九州,820,0,156,0
20260904B12,北海道,東北,0,30,0,30
20260904B12,東北,東京,303.628,2360,84,0
20260904B12,東京,中部,0,900,0,0
20260904B12,中部関西,北陸,1299.534,2906.7,67.071,0
20260904B12,中部,北陸関西,2500,0,240.858,0
20260904B12,中部北陸,関西,2500,663.3,203.858,30.071
20260904B12,関西,中国,3369.389,1291.938,157.858,78.56
20260904B12,関西_関西-中国間(東),中国_関西-中国間(東),3369.389,1291.938,153.858,78.56
20260904B12,関西_関西-中国間(西),中国_関西-中国間(西),3369.389,1291.938,157.858,47.017
20260904B12,関西,四国,0,0,0,0
20260904B12,中国,四国,288.976,863.743,29,64.543
20260904B12,中国,九州,780,0,63.126,0
20260904B13,北海道,東北,0,30,0,30
20260904B13,東北,東京,537.131,2360,10,116
20260904B13,東京,中部,0,900,0,0
20260904B13,中部関西,北陸,1112.367,2967.8,79.547,0
20260904B13,中部,北陸関西,2500,0,241.694,0
20260904B13,中部北陸,関西,2500,457.384,208.378,46.231
20260904B13,関西,中国,3581.051,1547.363,109.378,129.891
20260904B13,関西_関西-中国間(東),中国_関西-中国間(東),3581.051,1547.363,109.378,129.891
20260904B13,関西_関西-中国間(西),中国_関西-中国間(西),3581.051,1547.363,82.902,31.942
20260904B13,関西,四国,0,0,0,0
20260904B13,中国,四国,343.131,914.662,27.116,98.589
20260904B13,中国,九州,740,0,0,0
20260904B14,北海道,東北,0,30,0,30
20260904B14,東北,東京,0,2360,0,151
20260904B14,東京,中部,0,900,0,0.058
20260904B14,中部関西,北陸,1068.067,3012.1,97.071,0
20260904B14,中部,北陸関西,2500,0,461.341,0
20260904B14,中部北陸,関西,2500,413.084,368.262,3.992
20260904B14,関西,中国,3789.011,1376.597,215.262,85.477
20260904B14,関西_関西-中国間(東),中国_関西-中国間(東),3789.011,1376.597,210.262,85.477
20260904B14,関西_関西-中国間(西),中国_関西-中国間(西),3789.011,1376.597,215.262,20.004
20260904B14,関西,四国,0,0,0,0
20260904B14,中国,四国,375.831,881.962,0,70.473
20260904B14,中国,九州,710,0,2,0
20260904B15,北海道,東北,0,40,0,40
20260904B15,東北,東京,0,2360,0,202
20260904B15,東京,中部,0,900,0,0
20260904B15,中部関西,北陸,996.667,3083.5,37.001,24.89
20260904B15,中部,北陸関西,2500,0,794.083,0
20260904B15,中部北陸,関西,2500,341.684,781.972,0
20260904B15,関西,中国,4471.067,1040.783,638.46,74.518
20260904B15,関西_関西-中国間(東),中国_関西-中国間(東),4471.067,1040.783,590.005,74.518
20260904B15,関西_関西-中国間(西),中国_関西-中国間(西),4471.067,1040.783,638.46,0
20260904B15,関西,四国,0,0,0,0
20260904B15,中国,四国,588.331,669.462,0,122.973
20260904B15,中国,九州,680,0,345.604,0
20260904B16,北海道,東北,0,40,0,40
20260904B16,東北,東京,0,2360,0,318
20260904B16,東京,中部,0,900,0,65.706
20260904B16,中部関西,北陸,913.367,3166.8,68.512,0
20260904B16,中部,北陸関西,2500,0,984.953,0
20260904B16,中部北陸,関西,2500,258.384,916.441,0
20260904B16,関西,中国,4700,500.231,796.639,86.82
20260904B16,関西_関西-中国間(東),中国_関西-中国間(東),4700,500.231,707.986,86.82
20260904B16,関西_関西-中国間(西),中国_関西-中国間(西),4700,500.231,796.639,0
20260904B16,関西,四国,0,0,0,0
20260904B16,中国,四国,652.631,605.162,0,175.473
20260904B16,中国,九州,680,0,445.908,0
20260904B17,北海道,東北,0,60,0,60
20260904B17,東北,東京,0,2360,0,341
20260904B17,東京,中部,0,900,0,0
20260904B17,中部関西,北陸,1168.267,3331.9,127,0
20260904B17,中部,北陸関西,2730,0,996.8,0
20260904B17,中部北陸,関西,2730,93.284,898.47,28.67
20260904B17,関西,中国,4700,730.839,739.143,120.005
20260904B17,関西_関西-中国間(東),中国_関西-中国間(東),4700,730.839,696.47,120.005
20260904B17,関西_関西-中国間(西),中国_関西-中国間(西),4700,730.839,739.143,0
20260904B17,関西,四国,0,0,0,0
20260904B17,中国,四国,569.031,688.762,0,162.678
20260904B17,中国,九州,640,350.968,442.552,0
20260904B18,北海道,東北,0,60,0,60
20260904B18,東北,東京,0,2360,0,352
20260904B18,東京,中部,0,900,0,0
20260904B18,中部関西,北陸,969.567,3530.6,123.071,0
20260904B18,中部,北陸関西,2730,0,810,0
20260904B18,中部北陸,関西,2730,0,686.929,0
20260904B18,関西,中国,4700,0,765.142,0
20260904B18,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,690.472,0
20260904B18,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,765.142,0
20260904B18,関西,四国,0,0,0,0
20260904B18,中国,四国,629.931,627.862,41.632,116.302
20260904B18,中国,九州,590,162.968,460.09,0
20260904B19,北海道,東北,0,70,0,70
20260904B19,東北,東京,0,2360,0,354.59
20260904B19,東京,中部,0,900,0,0
20260904B19,中部関西,北陸,721.706,3386.627,162.078,0
20260904B19,中部,北陸関西,2730,0,839.411,0
20260904B19,中部北陸,関西,2730,0,677.333,0
20260904B19,関西,中国,4700,0,694.955,0
20260904B19,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,694.955,0
20260904B19,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,683.955,0
20260904B19,関西,四国,0,0,0,0
20260904B19,中国,四国,726.928,548.239,107,96
20260904B19,中国,九州,540,130.8,265.161,0
20260904B20,北海道,東北,0,70,0,70
20260904B20,東北,東京,0,2360,0,357.186
20260904B20,東京,中部,0,900,0,0
20260904B20,中部関西,北陸,713.306,3395.027,172.078,0
20260904B20,中部,北陸関西,2730,0,1117.5,0
20260904B20,中部北陸,関西,2730,0,945.422,0
20260904B20,関西,中国,4700,0,972.663,0
20260904B20,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,972.663,0
20260904B20,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,939.663,0
20260904B20,関西,四国,0,0,0,0
20260904B20,中国,四国,756.028,519.139,110,77
20260904B20,中国,九州,530,153.8,520.869,0
20260904B21,北海道,東北,0,75,0,75
20260904B21,東北,東京,0,2360,0,280.321
20260904B21,東京,中部,0,900,0,0
20260904B21,中部関西,北陸,726.006,3382.327,179.856,0
20260904B21,中部,北陸関西,2730,0,1103.5,0
20260904B21,中部北陸,関西,2730,0,923.644,0
20260904B21,関西,中国,4700,0,970.729,0
20260904B21,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,970.729,0
20260904B21,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,936.729,0
20260904B21,関西,四国,0,0,0,0
20260904B21,中国,四国,864.428,410.739,104,70
20260904B21,中国,九州,520,179.2,520,0
20260904B22,北海道,東北,0,75,0,75
20260904B22,東北,東京,0,2360,0,287.321
20260904B22,東京,中部,0,900,0,0
20260904B22,中部関西,北陸,737.606,3370.727,184.071,0
20260904B22,中部,北陸関西,2730,0,1058.962,0
20260904B22,中部北陸,関西,2730,0,874.891,0
20260904B22,関西,中国,4700,0,937.514,0
20260904B22,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,937.514,0
20260904B22,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,911.729,0
20260904B22,関西,四国,0,0,0,0
20260904B22,中国,四国,840.228,434.939,107.328,81.543
20260904B22,中国,九州,510,106.8,510,0
20260904B23,北海道,東北,0,75,0,75
20260904B23,東北,東京,0,2360,0,279.864
20260904B23,東京,中部,0,900,0,0
20260904B23,中部関西,北陸,804.406,3303.927,186.001,0
20260904B23,中部,北陸関西,2730,0,1055.892,0
20260904B23,中部北陸,関西,2730,0,869.891,0
20260904B23,関西,中国,4700,0,921.514,0
20260904B23,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,921.514,0
20260904B23,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,878.729,0
20260904B23,関西,四国,0,0,0,0
20260904B23,中国,四国,822.228,452.939,124.328,81.543
20260904B23,中国,九州,500,38,500,0
20260904B24,北海道,東北,0,75,0,75
20260904B24,東北,東京,0,2360,0,279.864
20260904B24,東京,中部,0,900,0,0
20260904B24,中部関西,北陸,833.806,3274.527,185.001,0
20260904B24,中部,北陸関西,2730,0,1078.832,0
20260904B24,中部北陸,関西,2730,0,893.831,0
20260904B24,関西,中国,4700,0,944.514,0
20260904B24,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,944.514,0
20260904B24,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,877.729,0
20260904B24,関西,四国,0,0,0,0
20260904B24,中国,四国,749.928,525.239,136.785,70
20260904B24,中国,九州,490,164.8,490,0
20260904B25,北海道,東北,0,70,0,70
20260904B25,東北,東京,0,2360,0,279.77
20260904B25,東京,中部,0,900,0,0
20260904B25,中部関西,北陸,814.56,3243.647,156.041,0
20260904B25,中部,北陸関西,2730,0,1022.58,0
20260904B25,中部北陸,関西,2730,0,866.539,0
20260904B25,関西,中国,4700,73.589,927.514,73.589
20260904B25,関西_関西-中国間(東),中国_関西-中国間(東),4700,73.589,927.514,73.589
20260904B25,関西_関西-中国間(西),中国_関西-中国間(西),4700,73.589,785.412,0
20260904B25,関西,四国,0,0,0,0
20260904B25,中国,四国,701.623,586.259,184,115.488
20260904B25,中国,九州,490,327,489.999,0
20260904B26,北海道,東北,0,70,0,70
20260904B26,東北,東京,0,2360,0,275.806
20260904B26,東京,中部,0,900,0,0
20260904B26,中部関西,北陸,816.36,3241.847,161.001,0
20260904B26,中部,北陸関西,2730,0,978.905,0
20260904B26,中部北陸,関西,2730,0,817.904,0
20260904B26,関西,中国,4700,124.269,924.514,111.67
20260904B26,関西_関西-中国間(東),中国_関西-中国間(東),4700,124.269,924.514,111.67
20260904B26,関西_関西-中国間(西),中国_関西-中国間(西),4700,124.269,751.904,13.06
20260904B26,関西,四国,0,0,0,0
20260904B26,中国,四国,712.823,575.059,190,116
20260904B26,中国,九州,490,435.6,490,10.26
20260904B27,北海道,東北,0,70,0,70
20260904B27,東北,東京,0,2360,0,294.85
20260904B27,東京,中部,0,900,0,0
20260904B27,中部関西,北陸,956.36,3101.847,185.001,0
20260904B27,中部,北陸関西,2730,0,1023.335,0
20260904B27,中部北陸,関西,2730,0,838.334,0
20260904B27,関西,中国,4700,0,920.513,0
20260904B27,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,920.513,0
20260904B27,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,775.36,0
20260904B27,関西,四国,0,0,0,0
20260904B27,中国,四国,717.423,570.459,202.543,57.39
20260904B27,中国,九州,510,259.3,510,0
20260904B28,北海道,東北,0,70,0,70
20260904B28,東北,東京,0,2360,0,265.82
20260904B28,東京,中部,0,900,0,0
20260904B28,中部関西,北陸,908.06,3150.147,178,0.999
20260904B28,中部,北陸関西,2730,0,985.042,0
20260904B28,中部北陸,関西,2730,0,808.041,0
20260904B28,関西,中国,4700,0,894.513,0
20260904B28,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,894.513,0
20260904B28,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,785.72,0
20260904B28,関西,四国,0,0,0,0
20260904B28,中国,四国,741.923,545.959,143.39,34.597
20260904B28,中国,九州,530,264.8,530,0
20260904B29,北海道,東北,0,70,0,70
20260904B29,東北,東京,0,2360,0,348.514
20260904B29,東京,中部,0,900,0,0
20260904B29,中部関西,北陸,997.86,3060.347,161,1.999
20260904B29,中部,北陸関西,2730,0,1023.159,0
20260904B29,中部北陸,関西,2730,0,864.158,0
20260904B29,関西,中国,4700,0,943.628,0
20260904B29,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,943.628,0
20260904B29,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,804.593,0
20260904B29,関西,四国,0,0,0,0
20260904B29,中国,四国,829.623,458.259,199,59.965
20260904B29,中国,九州,550,257.4,550,0
20260904B30,北海道,東北,0,70,0,70
20260904B30,東北,東京,0,2360,0,300.006
20260904B30,東京,中部,0,900,0,0
20260904B30,中部関西,北陸,1001.56,3056.647,109.785,0
20260904B30,中部,北陸関西,2730,0,956.159,0
20260904B30,中部北陸,関西,2730,0,846.374,0
20260904B30,関西,中国,4700,0,934.844,0
20260904B30,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,934.844,0
20260904B30,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,834.016,0
20260904B30,関西,四国,0,0,0,0
20260904B30,中国,四国,841.723,446.159,189,88.172
20260904B30,中国,九州,570,278.8,570,0
20260904B31,北海道,東北,0,70,0,70
20260904B31,東北,東京,0,2360,0,421.514
20260904B31,東京,中部,0,900,0,0
20260904B31,中部関西,北陸,1022.485,3159.6,75.001,0
20260904B31,中部,北陸関西,2730,0,856.159,0
20260904B31,中部北陸,関西,2730,229.267,790.629,9.471
20260904B31,関西,中国,4700,0,744.35,0
20260904B31,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,744.35,0
20260904B31,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,662.35,0
20260904B31,関西,四国,0,0,0,0
20260904B31,中国,四国,844.033,427.326,169,87
20260904B31,中国,九州,680,164.22,416.99,0
20260904B32,北海道,東北,0,70,0,70
20260904B32,東北,東京,0,2360,0,486.514
20260904B32,東京,中部,0,900,0,0
20260904B32,中部関西,北陸,983.185,3198.9,75.001,0
20260904B32,中部,北陸関西,2730,0,915.742,0
20260904B32,中部北陸,関西,2730,189.967,859.82,19.079
20260904B32,関西,中国,4700,0,778.011,0
20260904B32,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,778.011,0
20260904B32,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,697.011,0
20260904B32,関西,四国,0,0,0,0
20260904B32,中国,四国,806.933,464.426,169,88
20260904B32,中国,九州,790,46.62,451.651,0
20260904B33,北海道,東北,0,70,0,70
20260904B33,東北,東京,0,2360,0,486.514
20260904B33,東京,中部,0,900,0,0
20260904B33,中部関西,北陸,1004.985,3177.1,73.071,0
20260904B33,中部,北陸関西,2730,0,1017.442,0
20260904B33,中部北陸,関西,2730,211.767,952.755,8.384
20260904B33,関西,中国,4700,0,850.967,0
20260904B33,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,850.967,0
20260904B33,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,763.434,0
20260904B33,関西,四国,0,0,0,0
20260904B33,中国,四国,704.633,566.726,169,81.467
20260904B33,中国,九州,830,80.72,523.074,0
20260904B34,北海道,東北,24.857,70,0,70
20260904B34,東北,東京,0,2360,0,449.014
20260904B34,東京,中部,0,900,0,0
20260904B34,中部関西,北陸,1012.685,3169.4,130.071,0
20260904B34,中部,北陸関西,2730,0,1100.669,0
20260904B34,中部北陸,関西,2730,219.467,970.598,0
20260904B34,関西,中国,4700,0,866.543,0
20260904B34,関西_関西-中国間(東),中国_関西-中国間(東),4700,0,866.543,0
20260904B34,関西_関西-中国間(西),中国_関西-中国間(西),4700,0,795.543,0
20260904B34,関西,四国,0,0,0,0
20260904B34,中国,四国,640.333,631.026,160,89
20260904B34,中国,九州,870,20.32,568.183,0
20260904B35,北海道,東北,29.957,70,0,70
20260904B35,東北,東京,91.525,2360,0,419.15
20260904B35,東京,中部,0,900,0,0
20260904B35,中部関西,北陸,1154.085,3028,128.001,0
20260904B35,中部,北陸関西,2730,0,667.033,0
20260904B35,中部北陸,関西,2730,360.867,553.432,14.4
20260904B35,関西,中国,4700,79.826,753.094,79.826
20260904B35,関西_関西-中国間(東),中国_関西-中国間(東),4700,79.826,652.432,79.826
20260904B35,関西_関西-中国間(西),中国_関西-中国間(西),4700,79.826,753.094,29
20260904B35,関西,四国,0,0,0,0
20260904B35,中国,四国,693.133,578.226,18.414,169.902
20260904B35,中国,九州,900,123.92,506.042,0
20260904B36,北海道,東北,75,70,0,70
20260904B36,東北,東京,312.225,2360,0,376.15
20260904B36,東京,中部,0,900,0,0
20260904B36,中部関西,北陸,1126.985,3055.1,126.07,0
20260904B36,中部,北陸関西,2730,0,552.626,0
20260904B36,中部北陸,関西,2730,333.767,470.432,43.876
20260904B36,関西,中国,4700,368.026,618.251,138.018
20260904B36,関西_関西-中国間(東),中国_関西-中国間(東),4700,368.026,542.432,138.018
20260904B36,関西_関西-中国間(西),中国_関西-中国間(西),4700,368.026,618.251,31.806
20260904B36,関西,四国,0,0,0,0
20260904B36,中国,四国,700.433,570.926,0,182.031
20260904B36,中国,九州,940,165.02,420,14.717
20260904B37,北海道,東北,75,70,0,70
20260904B37,東北,東京,503.9,2360,0,196
20260904B37,東京,中部,0,900,0,0
20260904B37,中部関西,北陸,935.114,3225,108,0
20260904B37,中部,北陸関西,2730,0,379.055,0
20260904B37,中部北陸,関西,2730,280.789,308.743,37.688
20260904B37,関西,中国,4700,260.448,447.124,132.609
20260904B37,関西_関西-中国間(東),中国_関西-中国間(東),4700,260.448,411.743,132.609
20260904B37,関西_関西-中国間(西),中国_関西-中国間(西),4700,260.448,447.124,59.688
20260904B37,関西,四国,0,0,0,0
20260904B37,中国,四国,772.903,461.618,0,108.302
20260904B37,中国,九州,960,94.811,296.01,9.031
20260904B38,北海道,東北,75,70,0,70
20260904B38,東北,東京,661.1,2360,0,226.162
20260904B38,東京,中部,0,900,0,0
20260904B38,中部関西,北陸,956.214,3203.9,108,0
20260904B38,中部,北陸関西,2730,0,398.875,0
20260904B38,中部北陸,関西,2730,301.889,313.875,23
20260904B38,関西,中国,4700,401.354,445.994,113.004
20260904B38,関西_関西-中国間(東),中国_関西-中国間(東),4700,401.354,410.743,113.004
20260904B38,関西_関西-中国間(西),中国_関西-中国間(西),4700,401.354,445.994,38.868
20260904B38,関西,四国,0,0,0,0
20260904B38,中国,四国,885.903,348.618,0,109.387
20260904B38,中国,九州,970,177.811,298,11.015
20260904B39,北海道,東北,75,60,0,60
20260904B39,東北,東京,657.8,2360,0,182
20260904B39,東京,中部,0,900,0,0
20260904B39,中部関西,北陸,794.714,3365.4,84,0
20260904B39,中部,北陸関西,2730,0,447.322,0
20260904B39,中部北陸,関西,2730,140.389,379.021,15.699
20260904B39,関西,中国,4700,885.82,459.263,71.027
20260904B39,関西_関西-中国間(東),中国_関西-中国間(東),4700,885.82,417.747,71.027
20260904B39,関西_関西-中国間(西),中国_関西-中国間(西),4700,885.82,459.263,0
20260904B39,関西,四国,0,0,0,0
20260904B39,中国,四国,731.403,503.118,0,112.543
20260904B39,中国,九州,960,215.611,298,26.539
20260904B40,北海道,東北,75,60,0,60
20260904B40,東北,東京,579.6,2360,0,181
20260904B40,東京,中部,0,900,0,0
20260904B40,中部関西,北陸,844.714,3315.4,60.02,0
20260904B40,中部,北陸関西,2730,0,675.735,0
20260904B40,中部北陸,関西,2730,190.389,615.715,0
20260904B40,関西,中国,4700,716.78,486.473,42.837
20260904B40,関西_関西-中国間(東),中国_関西-中国間(東),4700,716.78,417.767,42.837
20260904B40,関西_関西-中国間(西),中国_関西-中国間(西),4700,716.78,486.473,0
20260904B40,関西,四国,0,0,0,0
20260904B40,中国,四国,698.103,536.418,10,121.543
20260904B40,中国,九州,940,66.211,290.755,0
20260904B41,北海道,東北,75,50,0,50
20260904B41,東北,東京,655.5,2360,0,220.652
20260904B41,東京,中部,0,900,0,0
20260904B41,中部関西,北陸,918.414,3241.7,81.07,0
